id,abstract,filt_abstract,entity
1285,"Although the frequencies of resistance alleles in Culex pipiens populations against different groups of insecticides have been reported, no detailed information is available on the relative change in these allele frequencies over time. In this study, we collected mosquitoes of the Cx. pipiens complex from six locations in three seasons in the Aegean region of Turkey and examined the i) seasonal variations in resistance to four different chemical classes of insecticides, ii) seasonal fluctuations in frequencies of resistance-associated target-site mutations of the three genes (ace-1, kdr, and Rdl), and iii) potential seasonal variations in wing morphometric characters that may be modified in resistant mosquitoes. The results of the PCR-based molecular analysis revealed low frequencies of mutations in ace-1 and Rdl that are associated with resistance to malathion, bendiocarb, and dieldrin and no obvious seasonal changes. In contrast, we detected high frequencies and striking seasonal changes for two kdr mutations associated with resistance to DDT and pyrethroids. The results of this study have advanced our knowledge of the potential dynamics of insecticide resistance among populations of the Cx. pipiens complex.","Although the frequencies of resistance alleles in Culex pipiens populations against different groups of insecticides have been reported, no detailed information is available on the relative change in these allele frequencies over time. In this study, we collected mosquitoes of the Cx. pipiens complex from six locations in three seasons in the Aegean region of Turkey and examined the i) seasonal variations in resistance to four different chemical classes of insecticides, ii) seasonal fluctuations in frequencies of resistance-associated target-site mutations of the three genes (ace-1, kdr, and Rdl), and iii) potential seasonal variations in wing morphometric characters that may be modified in resistant mosquitoes. The results of the PCR-based molecular analysis revealed low frequencies of mutations in ace-1 and Rdl that are associated with resistance to malathion, bendiocarb, and dieldrin and no obvious seasonal changes. In contrast, we detected high frequencies and striking seasonal changes for two kdr mutations associated with resistance to DDT and pyrethroids. The results of this study have advanced our knowledge of the potential dynamics of insecticide resistance among populations of the Cx. pipiens complex.","('Species: Culex pipiens, Cx. pipiens; Pesticides: bendiocarb, DDT, malathion, dieldrin; Resistance_factor_value: null; Location: Aegean; Gene: kdr, Rdl, ace-1; Year: null', 'Although the frequencies of resistance alleles in Culex pipiens populations against different groups of insecticides have been reported, no detailed information is available on the relative change in these allele frequencies over time. In this study, we collected mosquitoes of the Cx. pipiens complex from six locations in three seasons in the Aegean region of Turkey and examined the i) seasonal variations in resistance to four different chemical classes of insecticides, ii) seasonal fluctuations in frequencies of resistance-associated target-site mutations of the three genes (ace-1, kdr, and Rdl), and iii) potential seasonal variations in wing morphometric characters that may be modified in resistant mosquitoes. The results of the PCR-based molecular analysis revealed low frequencies of mutations in ace-1 and Rdl that are associated with resistance to malathion, bendiocarb, and dieldrin and no obvious seasonal changes. In contrast, we detected high frequencies and striking seasonal changes for two kdr mutations associated with resistance to DDT and pyrethroids. The results of this study have advanced our knowledge of the potential dynamics of insecticide resistance among populations of the Cx. pipiens complex.')"
1287,"NADPH-cytochrome P450 reductase (CPR) plays an important role in cytochrome P450 function, and CPR knockdown in several insects leads to increased susceptibility to insecticides. However, a putative CPR gene has not yet been fully characterized in the small brown planthopper Laodelphax striatellus, a notorious agricultural pest in rice that causes serious damage by transmitting rice stripe and rice black-streaked dwarf viruses. The objective of this study was to clone the cDNA and to knock down the expression of the gene that encodes L. striatellus CPR (LsCPR) to further determine whether P450s are involved in the resistance of L. striatellus to buprofezin. First, the full-length cDNA of LsCPR was cloned and found to contain an open reading frame (ORF) encoding a polypeptide of 679 amino acids with a calculated molecular mass and isoelectric point of 76.92kDa and 5.37, respectively. The deduced amino acid sequence shares high identity with the CPRs of other insects (98%, 97%, 75% and 68% for Sogatella furcifera, Nilaparvata lugens, Cimex lectularius and Anopheles gambiae, respectively) and possesses the characteristic features of classical CPRs, such as an N-terminal membrane anchor and conserved domains for flavin mononucleotide (FMN), flavin adenine dinucleotide (FAD) and nicotinamide adenine dinucleotide phosphate (NADPH) binding. Phylogenetic analysis revealed that LsCPR is located in a branch along with the CPRs of other hemipteran insects. LsCPR mRNA was detectable in all examined body parts and developmental stages of L. striatellus, as determined by real-time quantitative PCR (qPCR), and transcripts were most abundant in the adult abdomen and in first-instar nymphs and adults. Ingestion of 200μg/mL of LsCPR double-stranded RNA (dsLsCPR) by the planthopper for 5days significantly reduced the transcription level of LsCPR. Moreover, silencing of LsCPR caused increased susceptibility to buprofezin in a buprofezin-resistant (YN-BPF) strain but not in a susceptible (YN) strain. These data further suggested that the P450-mediated metabolic detoxification of xenobiotics might be an important mechanism for buprofezin resistance in L. striatellus.","NADPH-cytochrome P450 reductase (CPR) plays an important role in cytochrome P450 function, and CPR knockdown in several insects leads to increased susceptibility to insecticides. However, a putative CPR gene has not yet been fully characterized in the small brown planthopper Laodelphax striatellus, a notorious agricultural pest in rice that causes serious damage by transmitting rice stripe and rice black-streaked dwarf viruses. The objective of this study was to clone the cDNA and to knock down the expression of the gene that encodes L. striatellus CPR (LsCPR) to further determine whether P450s are involved in the resistance of L. striatellus to buprofezin. First, the full-length cDNA of LsCPR was cloned and found to contain an open reading frame (ORF) encoding a polypeptide of 679 amino acids with a calculated molecular mass and isoelectric point of 76.92kDa and 5.37, respectively. The deduced amino acid sequence shares high identity with the CPRs of other insects (98%, 97%, 75% and 68% for Sogatella furcifera, Nilaparvata lugens, Cimex lectularius and Anopheles gambiae, respectively) and possesses the characteristic features of classical CPRs, such as an N-terminal membrane anchor and conserved domains for flavin mononucleotide (FMN), flavin adenine dinucleotide (FAD) and nicotinamide adenine dinucleotide phosphate (NADPH) binding. Phylogenetic analysis revealed that LsCPR is located in a branch along with the CPRs of other hemipteran insects. LsCPR mRNA was detectable in all examined body parts and developmental stages of L. striatellus, as determined by real-time quantitative PCR (qPCR), and transcripts were most abundant in the adult abdomen and in first-instar nymphs and adults. Ingestion of 200μg/mL of LsCPR double-stranded RNA (dsLsCPR) by the planthopper for 5days significantly reduced the transcription level of LsCPR. Moreover, silencing of LsCPR caused increased susceptibility to buprofezin in a buprofezin-resistant (YN-BPF) strain but not in a susceptible (YN) strain. These data further suggested that the P450-mediated metabolic detoxification of xenobiotics might be an important mechanism for buprofezin resistance in L. striatellus.","('Species: Cimex lectularius, Laodelphax striatellus, Sogatella furcifera, Nilaparvata lugens, L. striatellus, Anopheles gambiae; Pesticides: nicotinamide, NADPH, buprofezin; Resistance_factor_value: null; Location: null; Gene: CPRs, CPR, NADPH-cytochrome P450 reductase, cytochrome P450, P450, P450s, LsCPR; Year: null', 'NADPH-cytochrome P450 reductase (CPR) plays an important role in cytochrome P450 function, and CPR knockdown in several insects leads to increased susceptibility to insecticides. However, a putative CPR gene has not yet been fully characterized in the small brown planthopper Laodelphax striatellus, a notorious agricultural pest in rice that causes serious damage by transmitting rice stripe and rice black-streaked dwarf viruses. The objective of this study was to clone the cDNA and to knock down the expression of the gene that encodes L. striatellus CPR (LsCPR) to further determine whether P450s are involved in the resistance of L. striatellus to buprofezin. First, the full-length cDNA of LsCPR was cloned and found to contain an open reading frame (ORF) encoding a polypeptide of 679 amino acids with a calculated molecular mass and isoelectric point of 76.92kDa and 5.37, respectively. The deduced amino acid sequence shares high identity with the CPRs of other insects (98%, 97%, 75% and 68% for Sogatella furcifera, Nilaparvata lugens, Cimex lectularius and Anopheles gambiae, respectively) and possesses the characteristic features of classical CPRs, such as an N-terminal membrane anchor and conserved domains for flavin mononucleotide (FMN), flavin adenine dinucleotide (FAD) and nicotinamide adenine dinucleotide phosphate (NADPH) binding. Phylogenetic analysis revealed that LsCPR is located in a branch along with the CPRs of other hemipteran insects. LsCPR mRNA was detectable in all examined body parts and developmental stages of L. striatellus, as determined by real-time quantitative PCR (qPCR), and transcripts were most abundant in the adult abdomen and in first-instar nymphs and adults. Ingestion of 200μg/mL of LsCPR double-stranded RNA (dsLsCPR) by the planthopper for 5days significantly reduced the transcription level of LsCPR. Moreover, silencing of LsCPR caused increased susceptibility to buprofezin in a buprofezin-resistant (YN-BPF) strain but not in a susceptible (YN) strain. These data further suggested that the P450-mediated metabolic detoxification of xenobiotics might be an important mechanism for buprofezin resistance in L. striatellus.')"
1291,"Thus, this investigation evaluated the toxicity (including the impacts on population growth) as well as the locomotory and respiratory responses induced by clove, Syzygium aromaticum L., and cinnamon, Cinnamomum zeylanicum L., essential oils in Brazilian populations of the maize weevil Sitophilus zeamais. We used populations that are resistant to phosphine and pyrethroids (PyPhR), only resistant to pyrethroids (PyR1 and PyR2) or susceptible to both insecticide types (SUS). Our findings indicate that S. zeamais populations that are resistant to traditional insecticides might have distinct but possibly overlapping mechanisms to mitigate the actions of essential oils and traditional insecticides.","Thus, this investigation evaluated the toxicity (including the impacts on population growth) as well as the locomotory and respiratory responses induced by clove, Syzygium aromaticum L., and cinnamon, Cinnamomum zeylanicum L., essential oils in Brazilian populations of the maize weevil Sitophilus zeamais. We used populations that are resistant to phosphine and pyrethroids (PyPhR), only resistant to pyrethroids (PyR1 and PyR2) or susceptible to both insecticide types (SUS). Our findings indicate that S. zeamais populations that are resistant to traditional insecticides might have distinct but possibly overlapping mechanisms to mitigate the actions of essential oils and traditional insecticides.","('Species: Cinnamomum zeylanicum, Syzygium aromaticum, Sitophilus zeamais, S. zeamais; Pesticides: pyrethroids, phosphine; Resistance_factor_value: null; Location: Brazilian; Gene: null; Year: null', 'Thus, this investigation evaluated the toxicity (including the impacts on population growth) as well as the locomotory and respiratory responses induced by clove, Syzygium aromaticum L., and cinnamon, Cinnamomum zeylanicum L., essential oils in Brazilian populations of the maize weevil Sitophilus zeamais. We used populations that are resistant to phosphine and pyrethroids (PyPhR), only resistant to pyrethroids (PyR1 and PyR2) or susceptible to both insecticide types (SUS). Our findings indicate that S. zeamais populations that are resistant to traditional insecticides might have distinct but possibly overlapping mechanisms to mitigate the actions of essential oils and traditional insecticides.')"
1296,"We investigated sublethal effects of ActiveGuard, a permethrin-impregnated fabric, on feeding behavior and fecundity of bed bugs (Cimex lectularius L.) from five populations that ranged from susceptible to highly pyrethroid resistant. We observed that pyrethroid-resistant and -susceptible bugs were not significantly different for all feeding and fecundity parameters. Brief exposure of 10 min to ActiveGuard fabric appeared to decrease feeding and fecundity of pyrethroid-resistant and susceptible bed bugs, suggesting the potentially important role of sublethal exposure for the control of this ectoparasitic insect.","We investigated sublethal effects of ActiveGuard, a permethrin-impregnated fabric, on feeding behavior and fecundity of bed bugs (Cimex lectularius L.) from five populations that ranged from susceptible to highly pyrethroid resistant. We observed that pyrethroid-resistant and -susceptible bugs were not significantly different for all feeding and fecundity parameters. Brief exposure of 10 min to ActiveGuard fabric appeared to decrease feeding and fecundity of pyrethroid-resistant and susceptible bed bugs, suggesting the potentially important role of sublethal exposure for the control of this ectoparasitic insect.","('Species: Cimex lectularius, bugs; Pesticides: permethrin, pyrethroid; Resistance_factor_value: null; Location: null; Gene: null; Year: null', 'We investigated sublethal effects of ActiveGuard, a permethrin-impregnated fabric, on feeding behavior and fecundity of bed bugs (Cimex lectularius L.). from five populations that ranged from susceptible to highly pyrethroid resistant. Brief exposure of 10\u2009min to ActiveGuard fabric appeared to decrease feeding and fecundity of pyrethroid-resistant and susceptible bed bugs, suggesting the potentially important role of sublethal exposure for the control of this ectoparasitic insect.')"
1308,"Using a major potato pest, Leptinotarsa decemlineata, we measured imidacloprid (neonicotinoid) resistance in populations across a spatiotemporal crop production gradient where potato production has increased in Michigan and Wisconsin, USA. We found that concurrent estimates of area and temporal frequency of potato production better described patterns of imidacloprid resistance among L. decemlineata populations than general measures of agricultural production (% cropland, landscape diversity). Our results provide empirical evidence that variation in the intensity of neonicotinoid-treated potato in an agricultural landscape can have unequal impacts on L. decemlineata insecticide insensitivity, a process that can lead to resistance and locally intensive insecticide use.","Using a major potato pest, Leptinotarsa decemlineata, we measured imidacloprid (neonicotinoid) resistance in populations across a spatiotemporal crop production gradient where potato production has increased in Michigan and Wisconsin, USA. We found that concurrent estimates of area and temporal frequency of potato production better described patterns of imidacloprid resistance among L. decemlineata populations than general measures of agricultural production (% cropland, landscape diversity). Our results provide empirical evidence that variation in the intensity of neonicotinoid-treated potato in an agricultural landscape can have unequal impacts on L. decemlineata insecticide insensitivity, a process that can lead to resistance and locally intensive insecticide use.","('Species: Leptinotarsa decemlineata, L. decemlineata; Pesticides: imidacloprid; Resistance_factor_value: null; Location: Michigan, Wisconsin, USA; Gene: null; Year: null', 'Using a major potato pest, Leptinotarsa decemlineata, we measured imidacloprid (neonicotinoid) resistance in populations across a spatiotemporal crop production gradient where potato production has increased in Michigan and Wisconsin, USA. We found that concurrent estimates of area and temporal frequency of potato production better described patterns of imidacloprid resistance among L. decemlineata populations than general measures of agricultural production (% cropland, landscape diversity). Our results provide empirical evidence that variation in the intensity of neonicotinoid-treated potato in an agricultural landscape can have unequal impacts on L. decemlineata insecticide insensitivity, a process that can lead to resistance and locally intensive insecticide use.')"
1314,"In the present study, we estimated the tolerance of Indian Aedes aegypti populations using adult bioassays that revealed high resistance levels of the field populations to permethrin (RR-6, 5.8 and 5.1 folds) compared to our susceptible population. Enzymatic assays revealed increased activities of glutathione S-transferase and carboxylesterase enzymes in the field populations comparatively to the susceptible population. PBO synergist assays did not confirm that cytochrome P450 monooxygenase metabolic detoxification acted as a major cause of resistance. A single substitution Phe1534Cys in the voltage gated sodium channel was found in domain III, segment 6 (III-S6) of the resistance populations (allele frequency=0.59, 0.51 and 0.47) suggesting its potential role in permethrin resistance in A. aegypti.","In the present study, we estimated the tolerance of Indian Aedes aegypti populations using adult bioassays that revealed high resistance levels of the field populations to permethrin (RR-6, 5.8 and 5.1 folds) compared to our susceptible population. Enzymatic assays revealed increased activities of glutathione S-transferase and carboxylesterase enzymes in the field populations comparatively to the susceptible population. PBO synergist assays did not confirm that cytochrome P450 monooxygenase metabolic detoxification acted as a major cause of resistance. A single substitution Phe1534Cys in the voltage gated sodium channel was found in domain III, segment 6 (III-S6) of the resistance populations (allele frequency=0.59, 0.51 and 0.47) suggesting its potential role in permethrin resistance in A. aegypti.","('Species: Aedes aegypti, A. aegypti; Pesticides: permethrin, PBO; Resistance_factor_value: 5.1 folds, RR-6,, 5.8 and; Location: Indian; Gene: voltage gated sodium, cytochrome P450 monooxygenase, carboxylesterase, glutathione S-transferase; Year: null', 'In the present study, we estimated the tolerance of Indian Aedes aegypti populations using adult bioassays that revealed high resistance levels of the field populations to permethrin (RR-6, 5.8 and 5.1 folds) compared to our susceptible population. Enzymatic assays revealed increased activities of glutathione S-transferase and carboxylesterase enzymes in the field populations comparatively to the susceptible population. PBO synergist assays did not confirm that cytochrome P450 monooxygenase metabolic detoxification acted as a major cause of resistance. A single substitution Phe1534Cys in the voltage gated sodium channel was found in domain III, segment 6 (III-S6) of the resistance populations (allele frequency=0.59, 0.51 and 0.47) suggesting its potential role in permethrin resistance in A. aegypti.')"
1316,"Stored product beetles that are resistant to the fumigant pesticide phosphine (hydrogen phosphide) gas have been reported for more than 40 years in many places worldwide. Traditionally, determination of phosphine resistance in stored product beetles is based on a discriminating dose bioassay that can take up to two weeks to evaluate. We developed a diagnostic cleaved amplified polymorphic sequence method, CAPS, to detect individuals with alleles for strong resistance to phosphine in populations of the red flour beetle, Tribolium castaneum, and the lesser grain borer, Rhyzopertha dominica, according to a single nucleotide mutation in the dihydrolipoamide dehydrogenase (DLD) gene. We initially isolated and sequenced the DLD genes from susceptible and strongly resistant populations of both species. A single amino acid mutation in DLD in populations of T. castaneum and R. dominica with strong resistance was identified as P45S in T. castaneum and P49S in R. dominica, both collected from northern Oklahoma, USA. PCR products containing these mutations were digested by the restriction enzymes MboI and BstNI, which revealed presence or absence, respectively of the resistant (R) allele and allowed inference of genotypes with that allele. Seven populations of T. castaneum from Kansas were subjected to discriminating dose bioassays for the weak and strong resistance phenotypes. CAPS markers for strong phosphine resistance will help to detect and confirm resistant beetles and can facilitate resistance management actions against a given pest population.","Stored product beetles that are resistant to the fumigant pesticide phosphine (hydrogen phosphide) gas have been reported for more than 40 years in many places worldwide. Traditionally, determination of phosphine resistance in stored product beetles is based on a discriminating dose bioassay that can take up to two weeks to evaluate. We developed a diagnostic cleaved amplified polymorphic sequence method, CAPS, to detect individuals with alleles for strong resistance to phosphine in populations of the red flour beetle, Tribolium castaneum, and the lesser grain borer, Rhyzopertha dominica, according to a single nucleotide mutation in the dihydrolipoamide dehydrogenase (DLD) gene. We initially isolated and sequenced the DLD genes from susceptible and strongly resistant populations of both species. A single amino acid mutation in DLD in populations of T. castaneum and R. dominica with strong resistance was identified as P45S in T. castaneum and P49S in R. dominica, both collected from northern Oklahoma, USA. PCR products containing these mutations were digested by the restriction enzymes MboI and BstNI, which revealed presence or absence, respectively of the resistant (R) allele and allowed inference of genotypes with that allele. Seven populations of T. castaneum from Kansas were subjected to discriminating dose bioassays for the weak and strong resistance phenotypes. CAPS markers for strong phosphine resistance will help to detect and confirm resistant beetles and can facilitate resistance management actions against a given pest population.","('Species: Tribolium castaneum, R. dominica, Rhyzopertha dominica, T. castaneum; Pesticides: phosphine; Resistance_factor_value: null; Location: northern Oklahoma, Kansas, USA; Gene: P, dihydrolipoamide dehydrogenase, DLD; Year: null', 'Stored product beetles that are resistant to the fumigant pesticide phosphine (hydrogen phosphide) gas have been reported for more than 40 years in many places worldwide. Traditionally, determination of phosphine resistance in stored product beetles is based on a discriminating dose bioassay that can take up to two weeks to evaluate. We developed a diagnostic cleaved amplified polymorphic sequence method, CAPS, to detect individuals with alleles for strong resistance to phosphine in populations of the red flour beetle, Tribolium castaneum, and the lesser grain borer, Rhyzopertha dominica, according to a single nucleotide mutation in the dihydrolipoamide dehydrogenase (DLD) gene. We initially isolated and sequenced the DLD genes from susceptible and strongly resistant populations of both species. A single amino acid mutation in DLD in populations of T. castaneum and R. dominica with strong resistance was identified as P45S in T. castaneum and P49S in R. dominica, both collected from northern Oklahoma, USA. Seven populations of T. castaneum from Kansas were subjected to discriminating dose bioassays for the weak and strong resistance phenotypes. CAPS markers for strong phosphine resistance will help to detect and confirm resistant beetles and can facilitate resistance management actions against a given pest population.')"
1317,"OBJECTIVE: To understand the cross-resistance of Culex pipiens pallens to common pesticides, so as to provide the evidence for improving the application of chemical pesticides. METHODS: The IV instar larvae of DDVP-resistant, propoxur-resistant and cypermethrin-resistant strains as well as the sensitive strain of Culex pipiens pallens were collected to detect the resistance to DDVP, propoxur and cypermethrin based on the WHO bioassay method. RESULTS: The resistance coefficients of DDVP-resistant strain to DDVP, propoxur and cypermethrin were 14.47, 8.96 and 207.27 respectively. The resistance coefficients of propoxur-resistant strain to DDVP, propoxur and cypermethrin were 3.27, 6.93 and 8.65 respectively. The resistance coefficients of cypermethrin-resistant strain to DDVP, propoxur and cypermethrin were 2.93, 1.61 and 501.11 respectively.","OBJECTIVE: To understand the cross-resistance of Culex pipiens pallens to common pesticides, so as to provide the evidence for improving the application of chemical pesticides. METHODS: The IV instar larvae of DDVP-resistant, propoxur-resistant and cypermethrin-resistant strains as well as the sensitive strain of Culex pipiens pallens were collected to detect the resistance to DDVP, propoxur and cypermethrin based on the WHO bioassay method. RESULTS: The resistance coefficients of DDVP-resistant strain to DDVP, propoxur and cypermethrin were 14.47, 8.96 and 207.27 respectively. The resistance coefficients of propoxur-resistant strain to DDVP, propoxur and cypermethrin were 3.27, 6.93 and 8.65 respectively. The resistance coefficients of cypermethrin-resistant strain to DDVP, propoxur and cypermethrin were 2.93, 1.61 and 501.11 respectively.","('Species: Culex pipiens; Pesticides: cypermethrin, DDVP, propoxur; Resistance_factor_value: 6.93, 501.11, 8.96, 14.47, 207.27, 3.27, 2.93, 1.61, 8.65; Location: null; Gene: null; Year: null', 'OBJECTIVE: To understand the cross-resistance of Culex pipiens pallens to common pesticides, so as to provide the evidence for improving the application of chemical pesticides. METHODS: The IV instar larvae of DDVP-resistant, propoxur-resistant and cypermethrin-resistant strains as well as the sensitive strain of Culex pipiens pallens were collected to detect the resistance to DDVP, propoxur and cypermethrin based on the WHO bioassay method. RESULTS: The resistance coefficients of DDVP-resistant strain to DDVP, propoxur and cypermethrin were 14.47, 8.96 and 207.27 respectively. The resistance coefficients of propoxur-resistant strain to DDVP, propoxur and cypermethrin were 3.27, 6.93 and 8.65 respectively. The resistance coefficients of cypermethrin-resistant strain to DDVP, propoxur and cypermethrin were 2.93, 1.61 and 501.11 respectively.')"
1323,"INTRODUCTION: The effects of piperonyl butoxide (PBO) on the toxicity of the organophosphate temephos (TE) and the role of esterases in the resistance of Aedes aegypti to this insecticide were evaluated. METHODS: A. aegypti L4 larvae susceptible and resistant to TE were pre-treated with PBO solutions in acetone at concentrations of 0.125, 0.25, 0.5, 1, and 2% for 24h and subsequently exposed to a diagnostic concentration of 0.02 mg/L aqueous TE solution. The esterase activity of the larvae extracts pre-treated with varying PBO concentrations and exposed to TE for three time periods was determined. RESULTS: At concentrations of 0.25, 0.5, 1, and 2%, PBO showed a significant synergistic effect with TE toxicity. High levels of esterase activity were associated with the survival of A. aegypti L4 larvae exposed to TE only. CONCLUSIONS: The results of the biochemical assays suggest that PBO has a significant inhibitory effect on the total esterase activity in A. aegypti larvae.","INTRODUCTION: The effects of piperonyl butoxide (PBO) on the toxicity of the organophosphate temephos (TE) and the role of esterases in the resistance of Aedes aegypti to this insecticide were evaluated. METHODS: A. aegypti L4 larvae susceptible and resistant to TE were pre-treated with PBO solutions in acetone at concentrations of 0.125, 0.25, 0.5, 1, and 2% for 24h and subsequently exposed to a diagnostic concentration of 0.02 mg/L aqueous TE solution. The esterase activity of the larvae extracts pre-treated with varying PBO concentrations and exposed to TE for three time periods was determined. RESULTS: At concentrations of 0.25, 0.5, 1, and 2%, PBO showed a significant synergistic effect with TE toxicity. High levels of esterase activity were associated with the survival of A. aegypti L4 larvae exposed to TE only. CONCLUSIONS: The results of the biochemical assays suggest that PBO has a significant inhibitory effect on the total esterase activity in A. aegypti larvae.","('Species: Aedes aegypti, A. aegypti; Pesticides: piperonyl butoxide, TE, PBO, temephos; Resistance_factor_value: null; Location: null; Gene: esterases; Year: null', 'INTRODUCTION: The effects of piperonyl butoxide (PBO) on the toxicity of the organophosphate temephos (TE) and the role of esterases in the resistance of Aedes aegypti to this insecticide were evaluated. METHODS: A. aegypti L4 larvae susceptible and resistant to TE were pre-treated with PBO solutions in acetone at concentrations of 0.125, 0.25, 0.5, 1, and 2% for 24h and subsequently exposed to a diagnostic concentration of 0.02 mg/L aqueous TE solution. The esterase activity of the larvae extracts pre-treated with varying PBO concentrations and exposed to TE for three time periods was determined. High levels of esterase activity were associated with the survival of A. aegypti L4 larvae exposed to TE only. CONCLUSIONS: The results of the biochemical assays suggest that PBO has a significant inhibitory effect on the total esterase activity in A. aegypti larvae.')"
1326,"Myzus persicae, a serious economic agricultural pest, has developed resistance to imidacloprid (IMI), which was widely used to control this aphid worldwide. To gain a better understanding of the mechanisms of IMI resistance in M. persicae, we carried out a comparative proteomic analysis. Total proteins of the IMI-susceptible and resistant strains were extracted and separated by two-dimensional gel electrophoresis. The identified proteins were categorized into several functional groups including signal transduction, RNA processing, protein processing, transport processing, stress response, metabolisms, and cytoskeleton structure, etc. This study is the first analysis of differentially expressed proteins in IMI-susceptible and resistant M. Persicae, and gives new insights into the mechanisms of IMI resistance in M. persicae.","Myzus persicae, a serious economic agricultural pest, has developed resistance to imidacloprid (IMI), which was widely used to control this aphid worldwide. To gain a better understanding of the mechanisms of IMI resistance in M. persicae, we carried out a comparative proteomic analysis. Total proteins of the IMI-susceptible and resistant strains were extracted and separated by two-dimensional gel electrophoresis. The identified proteins were categorized into several functional groups including signal transduction, RNA processing, protein processing, transport processing, stress response, metabolisms, and cytoskeleton structure, etc. This study is the first analysis of differentially expressed proteins in IMI-susceptible and resistant M. Persicae, and gives new insights into the mechanisms of IMI resistance in M. persicae.","('Species: M. persicae, M. Persicae, Myzus persicae; Pesticides: IMI, imidacloprid; Resistance_factor_value: null; Location: null; Gene: null; Year: null', 'Myzus persicae, a serious economic agricultural pest, has developed resistance to imidacloprid (IMI), which was widely used to control this aphid worldwide. To gain a better understanding of the mechanisms of IMI resistance in M. persicae, we carried out a comparative proteomic analysis. Total proteins of the IMI-susceptible and resistant strains were extracted and separated by two-dimensional gel electrophoresis. The identified proteins were categorized into several functional groups including signal transduction, RNA processing, protein processing, transport processing, stress response, metabolisms, and cytoskeleton structure, etc. This study is the first analysis of differentially expressed proteins in IMI-susceptible and resistant M. Persicae, and gives new insights into the mechanisms of IMI resistance in M. persicae.')"
