label,text,id
0,"Aedes aegypti mosquitoes transmit several human pathogens that cause millions of deaths worldwide, mainly in Latin America. The indiscriminate use of insecticides has resulted in the development of species resistance to some such compounds. Piperidine, a natural alkaloid isolated from Piper nigrum, has been used as a hit compound due to its larvicidal activity against Aedes aegypti. In the present study, piperidine derivatives were studied through in silico methods: pharmacophoric evaluation (PharmaGist), pharmacophoric virtual screening (Pharmit), ADME/Tox prediction (Preadmet/Derek 10.0(®)), docking calculations (AutoDock 4.2) and molecular dynamics (MD) simulation on GROMACS-5.1.4. MP-416 and MP-073 molecules exhibiting ΔG binding (MMPBSA -265.95 ± 1.32 kJ/mol and -124.412 ± 1.08 kJ/mol, respectively) and comparable to holo (ΔG binding = -216.21 ± 0.97) and pyriproxyfen (a well-known larvicidal, ΔG binding= -435.95 ± 2.06 kJ/mol). Considering future in vivo assays, we elaborated the theoretical synthetic route and made predictions of the synthetic accessibility (SA) (SwissADME), lipophilicity and water solubility (SwissADME) of the promising compounds identified in the present study. Our in silico results show that MP-416 and MP-073 molecules could be potent insecticides against the Aedes aegypti mosquitoes.",21064
1,"Control of Chagas disease in endemic countries is primarily accomplished through insecticide spraying for triatomine vectors. In this context, pyrethroids are the first-choice insecticide, and the evolution of insect resistance to these insecticides may represent an important barrier to triatomine control. In insects, cytochrome P450s are enzymes involved in the metabolism of xenobiotics and endogenous chemicals that are encoded by genes divided into different families. In this work, we evaluated the role of three Rhodnius prolixus CYP4EM subfamily genes during blood meal and after deltamethrin exposure. CYP4 gene members were expressed in different insect organs (integument, salivary glands (SGs), midgut, fat body and malpighian tubules) at distinct transcriptional levels. CYP4EM1 gene was highly expressed in the SG and was clearly modulated after insect blood meal. Injection of CYP4EM1dsRNA promoted significant reduction in mRNA levels of both CYP4EM1 and CYP4EM2 genes and induced deleterious effects in R. prolixus nymphs subsequently exposed to sublethal doses of deltamethrin (3.4 or 3.8鈥塶g/nymph treated). The higher dose reduced the survival over time and increased susceptibility of R. prolixus nymphs to deltamethrin. A better understanding of this mechanism can help in developing of more efficient strategies to reduce Trypanosoma cruzi vector transmission in Americas.",19270
0,"Varroa destructor is the most important ectoparasitic mite of honey bees that has a negative impact on bee health and honey production. The control programs are mainly based on the use of synthetic acaricides that are often administered indiscriminately. All this has led to drug resistance that now represent a great concern for honey bee farming. The research for alternative products/methods for mites' control is now mandatory. The aim of this study was to test whether Citrus spp. essential oils could diminish the growth of the V. destructor mite. In Calabria (southern Italy), plants of the Citrus genus are very common and grow both spontaneously and cultured. The essential oils used in this study were extracted from bergamot (Citrus bergamia), grapefruit (Citrus paradisi), lemon (Citrus limon), orange (Citrus sinensis), and mandarin (Citrus reticulata) by hydrodistillation. Every EO was in vitro tested against V. destructor. Each experimental replicate was performed using 35 viable adult female mites (5 for each EO) collected the same day from the same apiary and included negative controls (5 individuals exposed to acetone only) and positive controls (5 individuals exposed to Amitraz diluted in acetone). The essential oils (Eos) were diluted (0.5 mg/mL, 1 mg/mL, and 2 mg/mL) in HPLC grade acetone to obtain the working solution to be tested (50 µL/tube). Mite mortality was manually assessed after 1 h exposure under controlled conditions. The essential oils that showed the best effectiveness at 0.5 mg/mL were bergamot, which neutralized (dead + inactivated) 80% (p ≤ 0.001) of the parasites; grapefruit, which neutralized 70% (p ≤ 0.001); and lemon, which neutralized 69% of them. Interestingly, the positive control (Amitraz) at the same concentration neutralized 60% of the parasites. These results demonstrate that Calabrian bergamot, grapefruit, and lemon Eos consistently reduced V. destructor viability and open the possibility for their utilization to control this parasite in honey bee farming.",9544
1,"Vector-borne deadly pathogens cause more than 700,000 deaths annually. They are transmitted by several vectors, among which the mosquito is the most important. Chemical compounds often have devastating side effects, leading to the abandonment of the majority of them. Biological control has been performed by using formulations of Bacillus sphaericus and Bacillus thuringiensis, but their intensive use has led to the emergence of resistance. Currently, the development of new alternative molecules is urgently needed, in order to use them in mosaics or in rotation with already known insecticides for the control of vectors, especially mosquitoes. Here, we attempted to identify bacterial species with potential anti-mosquito actions. Among bacterial strains isolated from dry sandy soil from Senegal, eleven strains from the Bacillales and Actinomycetales orders were chosen for the entomopathogenic activity experiments. Then, we tested their secondary metabolites, which were obtained from the supernatant fraction, and their cell wall and cytoplasmic compounds, which were found in the pellet fraction, in Aedes albopictus larvae, and compared the larval mortality rate with that obtained by using a commercial product. A total of 4/11 (36.36%) of the isolated species exhibited insecticidal activity. B. nealsonii, which is not a well-known bacterium, had the highest larvicidal effect with 70% of the larval mortality, which is highlighted for the first time. The Streptomyces species we isolated seem to be potential new species, and 3/5 (60%) of them exhibited insecticidal activity. Our study reports provide potential candidates for the identification of active molecules to be developed for strengthening the biological control of infectious diseases agents transmitted by mosquitoes.",14064
1,"Long non-coding RNAs (lncRNAs) represent the largest class of non-coding transcripts. They act a pivotal part in various insect developmental processes and stress responses. However, the investigation of lncRNA functions in insecticide resistant remains at an early phase. Herein, we conducted whole-transcriptome RNA sequencing for two cotton aphid (Aphis gossypii Glover) strains, i.e., insecticide-susceptible (SS) and spirotetramat-resistant (SR). We discovered 6059 lncRNAs in the RNA-Seq data, and 874 lncRNAs showed differential expression. In addition, 5 lncRNAs among 874 lncRNAs were predicted as targets of acetyl-CoA carboxylase (ACC). Reverse transcription real-time quantitative PCR (RT-qPCR) combined with RNA interference (RNAi) confirmed that selected ACC lncRNA was related to the expression of ACC. Moreover, we also identified two transcription factors, i.e., C/EBP and C/EBPzeta, that regulate the transcription level of ACC lncRNA. These results provide a good basis for the study of cotton aphid lncRNA functions in insecticide resistance development.",9873
0,"In recent years, isoxazole insecticides or parasiticides targeting the γ-aminobutyric acid receptor, such as fluralaner or fluxametamide, featured a novel chemical structure and exhibited potent insecticidal activity with no-cross resistance. Thus, many research institutes have tried to modify the structures of these agents to find a new insecticide. Previously, the majority of researchers stuck to the ""phenyl-isoxazole-phenyl"" structure, making modifications only to other components. In this study, the ""phenyl-isoxazole-phenyl"" ternary motif was modified for the first time based on bioisosterism theory. A series of new derivatives carrying pyrazoline and 1,3,4-oxadiazole moieties were designed and synthesized to investigate their insecticidal activities against the diamondback moth (Plutella xylostella) and fall armyworm (Spodoptera frugiperda). Preliminary bioassay data showed that some of the target compounds exhibited good insecticidal activities against P. xylostella and S. frugiperda. Especially, compound A21 showed insecticidal activity against P. xylostella (LC(50) = 1.2 μg/mL) better than commercial insecticide ethiprole (LC(50) = 2.9 μg/mL) but worse than parasiticide fluralaner (LC(50) = 0.5 μg/mL). Similarly, compound A21 exhibited insecticidal activity to S. frugiperda (LC(50) = 13.2 μg/mL) better than commercial insecticide fipronil (LC(50) = 78.8 μg/mL) but worse than fluralaner (LC(50) = 0.7 μg/mL). Compound A21 could serve as a potential lead compound to control P. xylostella and S. frugiperda. The three-dimensional quantitative structure-activity relationship model revealed that the further introduction of an electron-donating group in the 2- or 3-site may increase the insecticidal activity of A21. Molecular dynamics simulations showed that the hydrogen bond of A21 and receptor was important for the binding receptor. This study has identified a new substructure called ""phenyl-pyrroline-oxadiazole"" instead of the previously known ""phenyl-isoxazole-phenyl"" substructure, offering a useful guide for the design of novel insecticide molecules.",16580
0,"During an insecticide toxicity study involving field-collected dusky wireworm, Agriotes obscurus (L.) (Coleoptera: Elateridae), wireworms exposed dermally to six classes of insecticides exhibited characteristic transitional symptoms of toxicity. These symptoms, collectively termed ""morbidity,"" were categorized as ""writhing,"" ""leg and mouthpart movements,"" or ""mouthpart-only body movements."" These symptoms could persist for long periods, depending on insecticide and dose, with morbid wireworms ultimately recovering or dying. Additional LC50 and LD50 toxicity studies showed that these stages of morbidity also occurred in four other wireworm species, notably Agriotes sputator (L.), Limonius canus LeConte, Ctenicera pruinina (Horn), and Ctenicera destructor (Brown). In addition, all species exposed dermally to clothianidin moved in significant numbers to the surface of soil in posttreatment holding cups. This movement was not observed when these species were exposed to chlorpyrifos or the control solvent. These findings suggest that toxicity trials involving wireworms should include observations on morbidity, and the duration of trials should continue until symptoms of morbidity cease. The long-term morbidity and potential recovery or death of wireworms exposed to certain insecticides has implications for how laboratory and field studies can be better designed and interpreted in the future.",7199
0,"The widespread planting of genetically engineered cotton producing the Cry1Ac toxin has led to significantly reduced pesticide applications since 1997. However, consequently, the number of green mirid bugs (GMB), Apolygus lucorum (Meyer-D眉r) has increased. So far the GMB, instead of the cotton bollworm Helicoverpa armigera (H眉bner), has become the major pest in the transgenic Bt cotton field and has influenced cotton yield. Disproportionately, only a few studies on GMB at molecular level have been reported. Libraries from both third instar nymphs and adults were sequenced using Illumina technology, producing more than 106 million short reads and assembled into 63聽029 unigenes of mean length 597 nt and N50 813 nt, ranging from 300 nt to 9771 nt. BLASTx analysis against Nr, Swissprot, GO and COG was performed to annotate these unigenes. As a result, 26聽478 unigenes (42.01%) matched to known proteins and 107 immune-related, 320 digestive-related and 53 metamorphosis-related genes were detected in these annotated unigenes. Additionally, we profiled gene expression using mapping based differentially expressed genes (DEGs) strategy between the two developmental stages: nymph and adult. The results demonstrated that thousands of genes were significantly differentially expressed at different developmental stages. The transcriptome and gene expression data provided comprehensive and global gene resources of GMB. This transcriptome would improve our understanding of the molecular mechanisms of various underlying biological characteristics, including development, digestion and immunity in GMB. Therefore, these findings could help elucidate the intrinsic factors of the GMB resurgence, offering novel pest management targets for future transgenic cotton breeding.",2191
0,"Potentially adverse effects on ecosystem functioning by the planting of insect-resistant, genetically engineered plants or by the direct application of insecticidal compounds are carefully evaluated in pre-market risk assessments. To date, few studies have assessed the potential risks of genetically engineered crops or insecticidal compounds on the survival and fitness of dipteran species, despite their important contribution to ecosystem services such as decomposition in agricultural systems. Therefore, we propose that Drosophila melanogaster Meigen (Drosophilidae) be used as a surrogate species for the order Diptera and for the functional guild of soil arthropod decomposers in pre-market risk assessments. We developed two assays to assess the toxicity of gut-active insecticidal compounds to D. melanogaster. One assay uses groups of fly larvae, and the other uses individuals. Cryolite, a mineral pesticide, proved to be an adequate positive control. The effects of cryolite on D. melanogaster larvae were comparable between the two assays. Statistical power analyses were used to define the number of replications required to identify different effect sizes between control and treatment groups. Finally, avidin, E-64, GNA, and SBTI were used as test compounds to validate the individual-based assay; only avidin adversely affected D. melanogaster. These results indicate that both D. melanogaster assays will be useful for early tier risk assessment concerning the effects of orally active compounds on non-target dipterans.",10409
1,"The toxicity of insecticides is associated with a variety of factors including temperature, and global warming is bound to lead to the outbreak of pests; therefore, it is important to study the influence of temperature on insecticide toxicity and pest control. In this study, the influence of temperature on the toxicity of insecticides to Nilaparvata lugens (BPH) was determined. The results showed that the sensitivity of BPH to cycloxaprid (LC(50)鈥?鈥?2.5-0.388鈥痬g/L), nitenpyram (LC(50)鈥?鈥?.49-0.187鈥痬g/L), triflumezopyrim (LC(50)鈥?鈥?.354-0.0533鈥痬g/L) and chlorpyrifos (LC(50)鈥?鈥?6.3-7.41鈥痬g/L) increased significantly when the temperature changed from 18鈥癈 to 36鈥癈. BPH sensitivity to etofenprox (LC(50)鈥?鈥?.04-54.2鈥痬g/L) was also affected by temperature. Additionally, the feeding amount and the activities of three detoxification enzymes [cytochrome P450 (P450), glutathione S-transferase (GST) and carboxylesterase (CarE)] of BPH at different temperatures were also measured. The feeding amounts were positively correlated with temperature increases while the activities of P450 and GST were significantly inhibited. The correlation analysis showed that changes in P450 activity (but not GST activity) were closely related to the sensitivity of BPH to cycloxaprid, nitenpyram, chlorpyrifos, and etofenprox according to the variation in temperatures. This study provides a theoretical basis for the rational use of chemical pesticides under the global warming trend and provides a reference for the integrated management of BPH in the field.",9723
0,"In this study, we report a novel indigenous Bacillus thuringiensis (Bt) isolate, T26, which showed spores and crystals under scanning electron microscope and pathogenicity against the pink bollworm (Pectinophora gossypiella Saunders) in artificial diet based bioassay. SDS-PAGE analysis of the spore-crystal mixture of the Bt isolate, T26 revealed presence of three major protein bands of approximate molecular weights of 80, 55 and 40 kDa. The draft genome assembly consists of 56 scaffolds with an entire draft genome size of 5,054,095 bp. NCBI blast analysis revealed that assembled draft genome is spread over in a chromosome (4,818,543 bp) and one plasmid (235,552 bp). NCBI Prokaryotic Genome Annotation Pipeline (PGAP) showed presence of 5033 coding gene sequences and 159 RNAs genes. None of the known lepidopteran active genes (cry1, cry2 and cry9) could be detected with PCR or with whole genome sequence analysis using Bt toxin scanner tool or CryProcessor tool. Thus, presence of protein crystals and toxicity towards cotton pink bollworm and absence of any known cry/vip/cyt type of genes in draft genome indicates it is a novel type of Bt isolate. Further investigation of this genome sequence along with protein sequencing will lead to understand the novel factors responsible for its virulence and could be a useful tool for the insect resistance management in pink bollworm.",14722
1,"Aphis gossypii is a highly polyphagous pest that causes substantial agricultural damage. Temperature and insecticides are two major abiotic stresses affecting their population abundance. Heat shock proteins play an essential role in cell protection when insects are exposed to environmental stresses. Three ApHsp70 genes were cloned from A. gossypii, and characterized their molecular features and expression profiles in response to temperature and insecticide stress. The deduced amino acid sequences of these proteins exhibited characteristic Hsp70 family signatures, and their tissue-specific expression patterns revealed their highest activity to be in the salivary glands under 35 掳C. The temperature inductive assay further indicated that the expression of the three ApHsp70 genes was markedly upregulated under heat stress but not under cold shock. Furthermore, exposure to LC(25) and LC(50) concentrations of three insecticides triggered the upregulation of these ApHsp70 genes. The RNA interference (RNAi)-mediated suppression of ApHsp68 expression heightened cotton aphid's susceptibility to insecticides (acetamiprid and sulfoxaflor). Moreover, our study found that the sulfoxaflor-resistant strain of A. gossypii (Sul-R) displayed a higher survival rate compared with the sulfoxaflor-sensitive strain (Sul-S) under heat shock conditions. These results suggest that these three ApHsp70 genes play an essential role in response to both heat and insecticide stress.",17454
0,"This study aimed to assess the glyphosate application effects on the Cerotoma arcuata Oliver (Coleoptera: Chrysomelidae) population in glyphosate-resistant soybean crops. Field studies were conducted with glyphosate and the insecticide endosulfan to observe the effects of these pesticides on C. arcuata, on its damages in the crop and on the populations of natural enemies in glyphosate-resistant soybean crops. Moreover, the lethal and behavioral sublethal response of C. arcuata to glyphosate and endosulfan was conducted in the laboratory. The results of the field and laboratory experiments showed that glyphosate caused moderate toxicity and high irritability in C. arcuata and that endosulfan caused high toxicity and irritability. Therefore, the direct effect of glyphosate on C. arcuata was negative and does not explain the population increases of this pest in glyphosate-resistant soybean. However, the glyphosate also decreased the density of predators. Thus, the negative effect of glyphosate on the predators may be related to population increases of C. arcuata in glyphosate-resistant soybean crops, however, more studies are needed to better evidence this relationship. This study suggests that glyphosate can impact other non-target organisms, such as herbivorous insects and natural enemies and that the use of this herbicide will need to be carefully stewarded to prevent potential disturbances in beneficial insect communities in agricultural systems.",10654
1,"Susceptibility to tebufenozide and methoxyfenozide of beet armyworm [Spodoptera exigua (H眉bner)] from the southern United States and Thailand was determined through exposure of first and third instars to dipped cotton leaves. Among the field populations evaluated, tebufenozide LC50 values for first and third instars, respectively, ranged from 0.377 to 4.41 and 4.37-46.6 microg (AI) /ml of solution. Methoxyfenozide LC50 values for first and third instars of field populations ranged from 0.058 to 0.487 and 0.601-3.83 microg (AI)/ml of solution. A Thailand field strain exhibiting reduced susceptibility to both compounds was subjected to intense laboratory selection for three nonconsecutive generations. At the LC50 and LC90, selected Thailand strains were 45-68 times and 150-1,500 times less susceptible to tebufenozide and 340-320 times and 120-67 times less susceptible to methoxyfenozide as first and third instars, respectively, when compared with the laboratory reference strain. Among the U.S. field populations evaluated, ones from Belle Glade, FL, and Florence, SC, were generally the most susceptible and ones from Maricopa and Parker, AZ, were the least susceptible. Selection of the Thailand field strain with tebufenozide reduced susceptibility to both compounds, and selection of Thailand strains previously pressured with either compound further reduced susceptibility to both, suggesting at least some commonality of resistance mechanism. Characterization of this resistance will provide information that will be helpful for pro-active management of resistance for this valuable group of insecticides.",8476
0,"The infection of Bombyx mori nucleopolyhedrovirus (BmNPV) in silkworms is often lethal. It is difficult to prevent, and its lethality is correlated with both viral particle characteristics and silkworm strains. Low doses of titanium dioxide nanoparticles (TiO2 NPs) can promote silkworm growth and improve its resistance to organophosphate pesticides. In this study, TiO2 NPs' effect on BmNPV resistance was investigated by analyzing the characteristics of BmNPV proliferation and transcriptional differences in silkworm midgut and the transcriptional changes of immunity related genes after feeding with TiO2 NPs. We found that low doses of TiO2 NPs improved the resistance of silkworm against BmNPV by 14.88-fold, with the mortalities of the experimental group and control group being 0.56% and 8.33% at 144 h, respectively. The proliferation of BmNPV in the midgut was significantly increased 72 h after infection in both experimental and control groups; the control group reached the peak at 120 h, while the experimental group took 24 more hours to reach the maximal value that was 12.63 times lower than the control, indicating that TiO2 NPs can inhibit BmNPV proliferation in the midgut. Consistently, the expression of the BmNPV-resistant gene Bmlipase-1 had the same increase pattern as the proliferation changes. Immune signaling pathway analysis revealed that TiO2 NPs inhibited the proliferation of silkworm BmNPV to reduce the activation levels of janus kinase/signal transducer and activator of transcription (JAK/STAT) and phosphatidylinositol 3-kinase (PI3K)-Akt signaling pathway, while promoting the expression of Bmakt to improve the immunity. Overall, our results demonstrate that TiO2 NPs increase silkworm resistance against BmNPV by inhibiting virus proliferation and improving immunity in silkworms.",4016
1,"BACKGROUND: Anopheles culicifacies s.l., a major malaria vector in India, has developed widespread resistance to DDT and is becoming resistant to pyrethroids-the only insecticide class recommended for the impregnation of bed nets. Knock-down resistance due to a point mutation in the voltage gated sodium channel at L1014 residue (kdr) is a common mechanism of resistance to DDT and pyrethroids. The selection of this resistance may pose a serious threat to the success of the pyrethroid-impregnated bed net programme. This study reports the presence of kdr mutation (L1014F) in a field population of An. culicifacies s.l. and three new PCR-based methods for kdr genotyping. METHODS: The IIS4-IIS5 linker to IIS6 segments of the para type voltage gated sodium channel gene of DDT and pyrethroid resistant An. culicifacies s.l. population from the Surat district of India was sequenced. This revealed the presence of an A-to-T substitution at position 1014 leading to a leucine-phenylalanine mutation (L1014F) in a few individuals. Three molecular methods viz. Allele Specific PCR (AS-PCR), an Amplification Refractory Mutation System (ARMS) and Primer Introduced Restriction Analysis-PCR (PIRA-PCR) were developed and tested for kdr genotyping. The specificity of the three assays was validated following DNA sequencing of the samples genotyped. RESULTS: The genotyping of this An. culicifacies s.l. population by the three PCR based assays provided consistent result and were in agreement with DNA sequencing result. A low frequency of the kdr allele mostly in heterozygous condition was observed in the resistant population. Frequencies of the different genotypes were in Hardy-Weinberg equilibrium. CONCLUSION: The Leu-Phe mutation, which generates the kdr phenotype in many insects, was detected in a pyrethroid and DDT resistant An. culicifacies s.l. population. Three PCR-based methods were developed for kdr genotyping. All the three assays were specific. The ARMS method was refractory to non-specific amplification in non-stringent amplification conditions. The PIRA-PCR assay is able to detect both the codons for the phenylalanine mutation at kdr locus, i.e., TTT and TTC, in a single assay, although the latter codon was not found in the population genotyped.",6023
0,"The ATP binding cassette (ABC) transporters are membrane proteins that can act as putative receptors for Cry proteins from Bacillus thuringiensis (Bt) in the midgut of different insects. For the beet armyworm, Spodoptera exigua, ABCC2 and ABCC3 have been found to interact with Cry1A proteins, the main insecticidal proteins used in Bt crops, as well as Bt-based pesticides. The ABCC2 has shown to have specific binding towards Cry1Ac and is involved in the toxic process of Cry1A proteins, but the role of this transporter and how it relates with the Cry1A proteins is still unknown. Here, we have characterized the interactions between the SeABCC2 and the main proteins that bind to the receptor. By labeling the Cry1Aa protein, we have found that virtually all of the binding is in an oligomeric state, a conformation that allowed higher levels of specific binding that could not be achieved by the monomeric protein on its own. Furthermore, we have observed that Cry1A proteins can hetero-oligomerize in the presence of the transporter, which is reflected in an increase in binding and toxicity to SeABCC2-expressing cells. This synergism can be one of the reasons why B. thuringiensis co-expresses different Cry1 proteins that can apparently have similar binding preferences. The results from in vitro competition and ex vivo competition showed that Cry1Aa, Cry1Ab and Cry1Ac share functional binding sites. By using Cry1Ab-Cry1Ac chimeras, the presence of domain I from Cry1A proteins was revealed to be critical for oligomer formation.",13419
0,"In the Ghibe valley, south-west Ethiopia, a tsetse control trial using deltamethrin-impregnated targets was started in May 1990. The mean relative density of the main vector, Glossina pallidipes, fell from 2.1 flies per trap per day in the 12 months prior to introduction of tsetse control to 0.41 flies per trap per day in the 12 months after tsetse control was initiated. The annual mean prevalence of Trypanosoma congolense infections in cattle fell from 32% in the 2 years before tsetse control to 13% in the 2 years following deployment of targets. The largest reduction occurred in the first quarter of 1991 when the mean monthly trypanosome prevalence was 5%. There was also a decrease of approximately 75% in the estimated rate of relapse of trypanosome infections in cattle after treatment with diminazene aceturate. However, in June 1991, socio-political disturbances occurred in Ethiopia and were associated with substantial thefts of targets. Following these thefts, the mean relative density of G. pallidipes rose from 0.41 flies per trap per day in the period May 1990-April 1991, to 1.29 flies per trap per day in the period April 1992-March 1993. Associated with this rise, the mean trypanosome prevalence in cattle increased from 13% in the period May 1991-April 1992 to 28% in the period May 1992-April 1993. This was similar to the mean trypanosome prevalence in cattle during the pre-control period. Thus, while effective tsetse control methods can be used to reduce the transmission of trypanosomes their long-term impact is dependent on their sustainability.",805
1,"Imidacloprid is very effective in controlling Nilaparvata lugens St氓l, which severely damages rice plants. Following heavy imidacloprid use, imidacloprid-resistant N. lugens, which showed cross-resistance to other neonicotinoids, appeared. We used the baculovirus/Sf9 expression system to express CYP6ER1 variants carrying A375del聽+聽A376G (del3) mutations, either with or without T318S mutation, which confer imidacloprid resistance in N. lugens. These CYP6ER1 variants metabolized imidacloprid but did not metabolize dinotefuran. Moreover, Drosophila expressing a CYP6ER1 variant carrying T318S聽+聽del3 mutations were resistant to imidacloprid, with a resistance ratio of 288.7, whereas the resistance ratio to dinotefuran was 3.6. These findings indicate that N. lugens has a low level of resistance to dinotefuran, and the increase of resistance is slow. We also studied the metabolism of other neonicotinoids, as well as sulfoxaflor and flupyradifurone, by CYP6ER1 variants carrying del3 mutations, either with or without the T318S mutation. Sulfoxaflor, was not metabolized by either CYP6ER1-del3 or CYP6ER1-T318Sdel3 variants. However, these variants did metabolize flupyradifurone. This study sheds light on the substrate selectivity of CYP6ER1 variants.",10058
0,"A plasmid-encoded crystal protein gene (bt2) has been cloned from Bacillus thuringiensis berliner 1715. In Escherichia coli, it directs the synthesis of the 130-kDa protein (Bt2) which is toxic to larvae of Pieris brassicae and Manduca sexta. Comparison of the deduced amino acid sequence of this Bt2 protein with the B. thuringiensis kurstaki HD1 Dipel, B. thuringiensis kurstaki HD73 and B. thuringiensis sotto crystal protein sequences suggests that homologous recombination between the different genes has occurred during evolution. Treatment of the Bt2 protein with trypsin or chymotrypsin yields a 60-kDa protease-resistant and fully toxic polypeptide. The minimal portion of the Bt2 protein required for toxicity has been determined by analysing the polypeptides produced by deletion derivatives of the bt2 gene. It coincides with the 60-kDa protease-resistant Bt2 fragment and it starts between amino acids 29 and 35 at the N-terminus and terminates between positions 599 and 607 at the C-terminus.",7508
0,"The resurgence in developed countries of the common bed bug, Cimex lectularius, has led to a search for new sustainable methods to monitor and control this human ectoparasite. Because of increased resistance to insecticides, traps baited with attractive cues are considered a promising method to be developed into efficient monitoring tools for bed bugs. Despite their potential as attractants, only a few studies have investigated the odorant cues implicated in the attraction of bed bugs to human hosts. In this study, we used aeration extracts from human volunteers to assess the role of olfaction in host searching by bed bugs. By coupled gas chromatography and single sensillum recordings on all the antennal sensilla, we measured the electrophysiological response elicited by the compounds present in our human odour extracts. Only five compounds were clearly detected by the olfactory receptor neurons housed in the smooth-peg sensilla of the bed bugs. We tested the behavioural effect of these extracts in a still-air arena and showed a gradient of repellence linked to the dose, as well as a higher propensity of local search behaviour associated with human odours containing a lower ratio of 6-methyl-5-hepten-2-one to C(7)-C(10) aldehydes. We conclude that human odour alone has a weak influence on the behaviour of C. lectularius and we propose that human kairomones may have a significant impact on bed bug behaviour in combination with heat and carbon dioxide, the only two currently known attractive vertebrate cues used by bed bugs for host seeking.",8085
1,"We collected 11 groups of Aedes aegypti mosquitoes from various locations of Thailand. After rearing in the laboratory, the colonies were tested for KT50 values to dl,d-T80-allethrin 0.5% mosquito coils in a 25 m3 room semi-field test and KD50 and LD50 values to dl,d-T80-allethrin by a topical application method. Two groups of mosquitoes were susceptible to allethrin similar to a SS (known allethrin sensitive) group, and other 9 groups showed various levels of lower susceptibility to allethrin; of these 6 had susceptibilities similar to a BS (known allethrin resistant) group with extremely low susceptibility, while the remaining 3 groups had susceptibilities to allethrin between the SS and BS groups. The KD50 values with the topical application were found to correlate highly with the KT50 values in the 25 m3 room semi-field test, providing a useful test method for insect susceptibility evaluation. The allethrin mosquito coils, even at higher concentrations, had no activity against the 6 decreased susceptibility groups, similar to the BS group. With the 25 m3 room semi-field test, mosquito coils with d,d-T-prallethrin at concentrations of 0.1 to 0.15% plus a synergist and those with methoxymethyl-tetrafluorobenzyl tetramethylcyclopropane carboxylate (K-3050) at a concentration of 0.1% plus a synergist were found to be highly effective against these mosquito groups. These two pyrethroids had smaller KD50 and LD50 values for topical application, and were more effective than dl,d-T80-allethrin, having the potential to control Ae. aegypti mosquitoes with low allethrin susceptibility.",8291
1,"House flies, Musca domestica L., are important pests of dairy operations worldwide, with the ability to adapt wide range of environmental conditions. There are a number of insecticides used for their management, but development of resistance is a serious problem. Insecticide mixtures could enhance the toxicity of insecticides in resistant insect pests, thus resulting as a potential resistance management tool. The toxicity of bifenthrin, cypermethrin, deltamethrin, chlorpyrifos, profenofos, emamectin benzoate and fipronil were assessed separately, and in mixtures against house flies. A field-collected population was significantly resistant to all the insecticides under investigation when compared with a laboratory susceptible strain. Most of the insecticide mixtures like one pyrethroid with other compounds evaluated under two conditions (1鈭?-""A"" and LC50: LC50-""B"") significantly increased the toxicity of pyrethroids in the field population. Under both conditions, the combination indices of pyrethroids with other compounds, in most of the cases, were significantly below 1, suggesting synergism. The enzyme inhibitors, PBO and DEF, when used in combination with insecticides against the resistant population, toxicities of bifenthrin, cypermethrin, deltamethrin and emamectin were significantly increased, suggesting esterase and monooxygenase based resistance mechanism. The toxicities of bifenthrin, cypermethrin and deltamethrin in the resistant population of house flies could be enhanced by the combination with chlorpyrifos, profenofos, emamectin and fipronil. The findings of the present study might have practical significance for resistance management in house flies.",3476
1,"To elucidate genetic variation in susceptibility to organophosphate insecticides within natural populations of Drosophila melanogaster, we conducted an analysis of variance for mortality data sets of isofemale lines (10-286 lines) used in the previous studies. Susceptibility of isofemale lines to the three organophosphate insecticides was continuously distributed within each natural population, ranging from susceptible to resistant. Analysis of variance showed highly significant variation among isofemale lines in susceptibility to each insecticide for each natural population. Significant genetic variances in susceptibility to the three chemicals were estimated for the Katsunuma population; 0.0529-0.2722 for malathion, 0.0492-0.1603 for prothiophos, and 0.0469-0.1696 for fenitrothion. Contrary to the consistent seasonal tendency towards an increase in mean susceptibility in the fall, reported in the previous study, genetic variances in susceptibility to the three organophosphates did not change significantly in 1997 but tended to increase by 2- to 5-times in 1998. We tested whether both the observed situations, maintenance and increase in genetic variance in organophosphate resistance, can be generated under circumstances in which the levels of resistance to the three organophosphates tended to decrease, by conducting a simulation analysis, based on the hypothesis that resistant genotypes have lower fitnesses than susceptible ones under the density-independent condition. The simulation analysis generally explained the pattern in the mean susceptibility and genetic variances in susceptibility to the three organophosphates, observed in the Katsunuma population of D. melanogaster. It was suggested that the differences in the frequencies of resistance genes in the summer population could affect the patterns in genetic variance in organophosphate resistance in the fall population.",7305
1,"Tests to evaluate the susceptibility level in Anopheles gambiae s.1. from Ouagadougou and two nearby villages have been carried out. Anopheles gambiae s.1. larvae from Ouagadougou showed complete susceptibility to organophosphates and carbamates, and adults showed low-level resistance to DDT. Nine percent survival of adult An. gambiae s.1. to one-hour exposure of 4% DDT was observed in samples from Zagtouli village while in those from Koubri village, where dieldrin also was tested, resistance to both organochlorine insecticides was detected.",3328
